id;extracted_data_id;zeile_inhalt;zeile_inhalt_orig;regex_pattern;quell_tabelle;quell_feld;Hit_Platz;Hit_StartNr;Hit_Zeit;zeile_inhalt_Typ;gefunden_am
560;1959;Frankfurter RC;1 Frankfurter RC 01:46.92 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:46.92;Boot;2025-11-29 19:23:02.125740
561;1961;Marburger RV;2 Marburger RV 01:58.53 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;01:58.53;Boot;2025-11-29 19:23:02.125748
562;1968;Rgm. Frankfurter RG Germania/ Weilburger RV;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.32 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;2;01:40.32;Boot;2025-11-29 19:23:02.125759
563;1970;Frankfurter RC;2 Frankfurter RC 01:43.47 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;01:43.47;Boot;2025-11-29 19:23:02.125767
564;1972;RG Eberbach;3 RG Eberbach 01:48.20 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;4;01:48.20;Boot;2025-11-29 19:23:02.125777
565;1976;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad 01:47.98 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;6;01:47.98;Boot;2025-11-29 19:23:02.125786
566;1978;Frankfurter RC;2 Frankfurter RC 01:49.98 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;7;01:49.98;Boot;2025-11-29 19:23:02.125800
567;1980;SG Wiking;3 SG Wiking 01:58.79 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;5;01:58.79;Boot;2025-11-29 19:23:02.125820
568;1987;RG Eberbach;1 RG Eberbach 01:33.67 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:33.67;Boot;2025-11-29 19:23:02.125836
569;1989;Rgm. Marburger RV/ Gießener RC Hassia;2 Rgm. Marburger RV/ Gießener RC Hassia 01:37.05 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;4;01:37.05;Boot;2025-11-29 19:23:02.125859
570;1991;Wormser RC;3 Wormser RC 01:40.86 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;2;01:40.86;Boot;2025-11-29 19:23:02.125870
571;1995;Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.81 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;6;01:35.81;Boot;2025-11-29 19:23:02.125880
572;1997;RC Möve Grossauheim;2 RC Möve Grossauheim 01:41.16 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;5;01:41.16;Boot;2025-11-29 19:23:02.125889
573;1999;Frankfurter RG Oberrad;3 Frankfurter RG Oberrad 01:43.49 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;7;01:43.49;Boot;2025-11-29 19:23:02.125898
574;2010;RC Möve Grossauheim;1 RC Möve Grossauheim 01:58.67 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;10;01:58.67;Boot;2025-11-29 19:23:02.125908
575;2012;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad - Boot 1 - 02:05.46 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;1;02:05.46;Boot;2025-11-29 19:23:02.125918
576;2016;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 2 - 02:00.09 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;5;02:00.09;Boot;2025-11-29 19:23:02.125927
577;2018;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad - Boot 3 - 02:09.65 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;4;02:09.65;Boot;2025-11-29 19:23:02.125937
578;2020;RC Möve Grossauheim;3 RC Möve Grossauheim - Boot 1 - 02:12.32 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;6;02:12.32;Boot;2025-11-29 19:23:02.125946
579;2024;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 4 - 02:02.58 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;7;02:02.58;Boot;2025-11-29 19:23:02.125955
580;2026;RC Aschaffenburg;2 RC Aschaffenburg - Boot 2 - 02:03.08 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;9;02:03.08;Boot;2025-11-29 19:23:02.125963
581;2028;RC Möve Grossauheim;3 RC Möve Grossauheim - Boot 2 - 02:21.74 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;8;02:21.74;Boot;2025-11-29 19:23:02.125972
582;2036;Frankfurter RG Germania;1 Frankfurter RG Germania 01:39.84 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;3;01:39.84;Boot;2025-11-29 19:23:02.125982
583;2039;SG Wiking;2 SG Wiking 02:00.79 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;1;02:00.79;Boot;2025-11-29 19:23:02.125992
584;2049;Rgm. Frankfurter RG Germania/ Weilburger RV;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:29.05 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:29.05;Boot;2025-11-29 19:23:02.126003
585;2052;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad 01:42.62 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:42.62;Boot;2025-11-29 19:23:02.126012
586;8;Philipp Ehls (07);Philipp Ehls (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126025
587;10;Wilhelm Kaidel (07);Wilhelm Kaidel (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126189
588;12;Kenan Dogu Okul (08);Kenan Dogu Okul (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126202
589;14;Fabian Schwinghammer (08);Fabian Schwinghammer (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126209
590;18;Timm Runtemund (07);Timm Runtemund (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126215
591;20;Jakob Gelsen (08);Jakob Gelsen (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126222
592;22;Lian Meo (08);Lian Meo (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126228
593;24;Noel Maxim Heid (08);Noel Maxim Heid (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126234
594;28;Aron Hattwig (08);Aron Hattwig (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126240
595;30;Niko Urbach (08);Niko Urbach (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126246
596;32;Theo Zeller (07);Theo Zeller (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126251
597;36;Karsten Walshe (08);Karsten Walshe (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126258
598;38;Luka Herget (08);Luka Herget (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126263
599;40;Pacal Mundt (08);Pacal Mundt (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126269
600;42;Oliver Kempson (08);Oliver Kempson (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126275
601;49;Ole Hanack (04);Ole Hanack (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126281
602;51;Moritz Nultsch (04);Moritz Nultsch (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126287
603;53;Ben Sprenger (05);Ben Sprenger (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126293
604;55;Numan Akinti (99);Numan Akinti (99);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126299
605;59;Gerrit Gutberlet (05);Gerrit Gutberlet (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126305
606;61;Christoph Dübler (02);Christoph Dübler (02);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126311
607;63;Lukas Jürgens (04);Lukas Jürgens (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126318
608;72;Louis Wagner (09), Anton Loh (10);Louis Wagner (09), Anton Loh (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126325
609;74;Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126333
610;76;Nils Fennig (09), Noah Seemann (09);Nils Fennig (09), Noah Seemann (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126339
611;78;Fabian Behm (10), Bruno Jung (10);Fabian Behm (10), Bruno Jung (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126381
612;82;Konstantin Muthesius (09), Matis Falcone (09);Konstantin Muthesius (09), Matis Falcone (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126389
613;84;Jurek Balzer (10), Oskar Maria Dietrich (10);Jurek Balzer (10), Oskar Maria Dietrich (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126396
614;86;Lukas Schäfer (10), Luis Schecker (09);Lukas Schäfer (10), Luis Schecker (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126402
615;88;Marcel Schilling (10), Lasse Hanspach (10);Marcel Schilling (10), Lasse Hanspach (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126409
616;92;Kian Frank (09), Dorian Vanjorek (09);Kian Frank (09), Dorian Vanjorek (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126416
617;94;Moritz Malik (10), Henry Schelm (10);Moritz Malik (10), Henry Schelm (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126422
618;96;Linus Rothenbücher (10), Aeneas Rydryck (10);Linus Rothenbücher (10), Aeneas Rydryck (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126429
619;109;Greta Meyer (08);Greta Meyer (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126437
620;111;Finja Grohs (08);Finja Grohs (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126443
621;113;Sophia Papenfuß (07);Sophia Papenfuß (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126449
622;117;Louisa Will (07);Louisa Will (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126455
623;119;Victoria Schäfer (07);Victoria Schäfer (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126461
624;121;Lilith Ludwig (08);Lilith Ludwig (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126468
625;125;Elisa Burau (07);Elisa Burau (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126474
626;127;Sophie Michel (07);Sophie Michel (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126480
627;129;Leni Lefevre (07);Leni Lefevre (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126486
628;131;Yasmine Dhraief (07);Yasmine Dhraief (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126491
629;135;Charlotte Bergmann (07);Charlotte Bergmann (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126498
630;137;Lili Kunze (08);Lili Kunze (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126503
631;139;Helene Smarsly (08);Helene Smarsly (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126509
632;143;Lara Stumpf (08);Lara Stumpf (08);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126515
633;145;Sarah Huzu (07);Sarah Huzu (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126521
634;154;Hannah Reelfs (10), Antonia Baron (10), Lou Dörner (09), Nikki McMeeken (09), St. Salome;Hannah Reelfs (10), Antonia Baron (10), Lou Dörner (09), Nikki McMeeken (09), St. Salome;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126532
635;155;Richters (11);Richters (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126538
636;157;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SRR Schill], Emilia Kratz (09)[SRR Schill],;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SRR Schill], Emilia Kratz (09)[SRR Schill],;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126546
637;158;Helena Noemi Tibitanzl (10)[FRGG], St. Emil Eichmeyer (11)[FRGG];Helena Noemi Tibitanzl (10)[FRGG], St. Emil Eichmeyer (11)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126554
638;160;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126562
639;161;Nikolow (10);Nikolow (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126573
640;170;Jakob Rastetter (05), Simon Gimplinger (06);Jakob Rastetter (05), Simon Gimplinger (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126581
641;172;Julius Klein (07), Rufus Henning (07);Julius Klein (07), Rufus Henning (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126587
642;174;Harry Legat (06), Nils Miron Heid (05);Harry Legat (06), Nils Miron Heid (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126594
643;182;Caroline Joris (97);Caroline Joris (97);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126600
644;184;Celina Grunwald (04);Celina Grunwald (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126606
645;188;Michaela Hiemer (88);Michaela Hiemer (88);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126613
646;190;Hannah Schneider (96);Hannah Schneider (96);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126618
647;192;Lara Buseck (05);Lara Buseck (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126624
648;194;Mirjam Beitz (99);Mirjam Beitz (99);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126630
649;206;Thorolf Stiel (11);Thorolf Stiel (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126638
650;208;Valentin Meiss (11);Valentin Meiss (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126644
651;210;Tom Herz (11);Tom Herz (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126650
652;212;Felix Moser (11);Felix Moser (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126656
653;216;Ole Dzieia (11);Ole Dzieia (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126662
654;218;Malte Weilnau (11);Malte Weilnau (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126668
655;220;Theo Jahn (11);Theo Jahn (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126674
656;224;Noah Plötz (11);Noah Plötz (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126681
657;226;Phil Florian Wagner (11);Phil Florian Wagner (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126688
658;228;Till Bontjer (12);Till Bontjer (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126694
659;232;Luis Specht (11);Luis Specht (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126700
660;234;Joshua Lipke (11);Joshua Lipke (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126706
661;236;Simon Fliedner (12);Simon Fliedner (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126712
662;240;Wilhelm Grabowski (12);Wilhelm Grabowski (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126719
663;242;Samuel Hattwig (11);Samuel Hattwig (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126724
664;244;Max Schmehl (11);Max Schmehl (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126730
665;248;Quirin Hüser (11);Quirin Hüser (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126737
666;250;Constantin Maier (11);Constantin Maier (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126743
667;252;Friedrich Vaerst (12);Friedrich Vaerst (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126749
668;264;Christopher Wippich (89);Christopher Wippich (89);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126756
669;266;Dirk Heller (68);Dirk Heller (68);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126763
670;268;Olaf Mordhorst (88);Olaf Mordhorst (88);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126769
671;275;Isabel Jörg (11);Isabel Jörg (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126775
672;277;Lina Wüst (11);Lina Wüst (11);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126781
673;279;Luca Marie Thomae (12);Luca Marie Thomae (12);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126788
674;290;Helena Noemi Tibitanzl (10);Helena Noemi Tibitanzl (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126795
675;292;Hannah Nikolow (10);Hannah Nikolow (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126801
676;294;Sophie Tuchscherer (10);Sophie Tuchscherer (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126807
677;298;Nele Bontjer (10);Nele Bontjer (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126813
678;300;Johanna Dill (10);Johanna Dill (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126819
679;302;Laura Untiveros Ramirez (10);Laura Untiveros Ramirez (10);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126825
680;304;Antonia Baron (10) erschienen;Antonia Baron (10) erschienen;\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126831
681;316;Lena Kirchner (05);Lena Kirchner (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126839
682;318;Jara Herbert (05);Jara Herbert (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126845
683;320;Meaghan Snyman (05);Meaghan Snyman (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126851
684;324;Francesca Garijo (06);Francesca Garijo (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126857
685;326;Ida Janssen (05);Ida Janssen (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126863
686;330;Clara Fischer (05);Clara Fischer (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126869
687;332;Julie Dickel (06);Julie Dickel (06);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126875
688;334;Leni Lefevre (07);Leni Lefevre (07);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126880
689;338;Jasmin Stapf (05);Jasmin Stapf (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126887
690;340;Lara Buseck (05);Lara Buseck (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126892
691;348;Mara Buchwald (06), Paulina Holzhauser (05);Mara Buchwald (06), Paulina Holzhauser (05);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126899
692;350;Lena Ivanda (06), Celina Grunwald (04);Lena Ivanda (06), Celina Grunwald (04);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126906
693;359;Sophia Krause (97), Nils Krause (98);Sophia Krause (97), Nils Krause (98);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126914
694;361;Hannah Schneider (96), Victor Lukesch-Benkmann (92);Hannah Schneider (96), Victor Lukesch-Benkmann (92);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126920
695;363;Franziska Stamer (00), Marlon Welsch (99);Franziska Stamer (00), Marlon Welsch (99);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126928
696;367;Holger Will (69), Rebecca Will (76);Holger Will (69), Rebecca Will (76);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126934
697;369;Lisa Bügers (92), Jacob Kramer (97);Lisa Bügers (92), Jacob Kramer (97);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126942
698;371;Laura Teresa Cirigliano (98), Simon Stratthaus (95);Laura Teresa Cirigliano (98), Simon Stratthaus (95);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126950
699;375;Marlene Zukunft (04)[FRC 84], Alvar Flöter (05)[FRGG];Marlene Zukunft (04)[FRC 84], Alvar Flöter (05)[FRGG];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126958
700;377;Marina Streit (06)[FRC 84], Leonhard Galczinsky (04)[SGW];Marina Streit (06)[FRC 84], Leonhard Galczinsky (04)[SGW];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126965
701;379;Sara Winkler (03)[RGW], Tim Titus Günther (03)[WSVH];Sara Winkler (03)[RGW], Tim Titus Günther (03)[WSVH];\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126972
702;384;Soraya Tadrowski (09);Soraya Tadrowski (09);\([0-9]+\);GA_ER_2023_271125_529;Inhalt;;;;Sportler;2025-11-29 19:23:02.126978
