id;extracted_data_id;zeile_inhalt;zeile_inhalt_orig;regex_pattern;quell_tabelle;quell_feld;Hit_Platz;Hit_StartNr;Hit_Zeit;zeile_inhalt_Typ;gefunden_am
278;965;RV Hellas Offenbach;1 RV Hellas Offenbach 01:44.40 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:44.40;Boot;2025-11-29 19:23:02.123196
279;967;Mühlheimer RV;2 Mühlheimer RV - Boot 1 - 01:46.68 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:46.68;Boot;2025-11-29 19:23:02.123205
280;969;WSV Offenbach am Main-Bürgel;3 WSV Offenbach am Main-Bürgel - Boot 1 - 01:46.96 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;1;01:46.96;Boot;2025-11-29 19:23:02.123214
281;971;RC Möve Grossauheim;4 RC Möve Grossauheim 01:54.02 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;4;3;01:54.02;Boot;2025-11-29 19:23:02.123223
282;975;RC Aschaffenburg;1 RC Aschaffenburg 01:48.22 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;7;01:48.22;Boot;2025-11-29 19:23:02.123232
283;977;Frankfurter Ruder- und Kanusport Verein;2 Frankfurter Ruder- und Kanusport Verein 01:50.14 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;8;01:50.14;Boot;2025-11-29 19:23:02.123241
284;979;WSV Offenbach am Main-Bürgel;3 WSV Offenbach am Main-Bürgel - Boot 3 - 01:52.37 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;6;01:52.37;Boot;2025-11-29 19:23:02.123250
285;981;Mühlheimer RV;4 Mühlheimer RV - Boot 2 - 01:53.42 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;4;9;01:53.42;Boot;2025-11-29 19:23:02.123259
286;985;WSV Offenbach am Main-Bürgel;1 WSV Offenbach am Main-Bürgel - Boot 4 - 01:53.98 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;10;01:53.98;Boot;2025-11-29 19:23:02.123269
287;987;Frankfurter RC;2 Frankfurter RC 01:54.21 11;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;11;01:54.21;Boot;2025-11-29 19:23:02.123278
288;994;Frankfurter RC;1 Frankfurter RC 01:42.07 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:42.07;Boot;2025-11-29 19:23:02.123287
289;996;WSV Offenbach am Main-Bürgel;2 WSV Offenbach am Main-Bürgel 01:42.29 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:42.29;Boot;2025-11-29 19:23:02.123296
290;998;Marburger RV;3 Marburger RV 02:00.25 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;6;02:00.25;Boot;2025-11-29 19:23:02.123304
291;1011;Rgm. Frankfurter RG Germania/ Weilburger RV;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.98 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:40.98;Boot;2025-11-29 19:23:02.123315
292;1013;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad 01:44.16 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:44.16;Boot;2025-11-29 19:23:02.123324
293;1015;Hanauer RC Hassia;3 Hanauer RC Hassia 01:46.05 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;3;01:46.05;Boot;2025-11-29 19:23:02.123332
294;1019;Frankfurter RC;1 Frankfurter RC - Boot 2 - 01:42.27 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;10;01:42.27;Boot;2025-11-29 19:23:02.123341
295;1021;Nassovia Höchst;2 Nassovia Höchst 01:44.03 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;6;01:44.03;Boot;2025-11-29 19:23:02.123351
296;1023;RG Eberbach;3 RG Eberbach 01:50.32 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;4;01:50.32;Boot;2025-11-29 19:23:02.123359
297;1027;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad 01:47.90 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;9;01:47.90;Boot;2025-11-29 19:23:02.123368
298;1029;Frankfurter RC;2 Frankfurter RC - Boot 1 - 01:48.96 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;8;01:48.96;Boot;2025-11-29 19:23:02.123376
299;1031;RG Wetzlar;3 RG Wetzlar 01:54.47 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;7;01:54.47;Boot;2025-11-29 19:23:02.123384
300;1037;Hanauer RC Hassia;1 Hanauer RC Hassia 01:30.51 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:30.51;Boot;2025-11-29 19:23:02.123393
301;1039;Frankfurter RG Germania;2 Frankfurter RG Germania 01:33.91 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;01:33.91;Boot;2025-11-29 19:23:02.123402
302;1041;RG Eberbach;3 RG Eberbach 01:34.21 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;1;01:34.21;Boot;2025-11-29 19:23:02.123410
303;1043;Hanauer RG;4 Hanauer RG 01:39.90 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;4;2;01:39.90;Boot;2025-11-29 19:23:02.123418
304;1047;Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.33 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;8;01:35.33;Boot;2025-11-29 19:23:02.123428
305;1049;Rgm. Marburger RV/ Gießener RC Hassia;2 Rgm. Marburger RV/ Gießener RC Hassia 01:35.61 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;6;01:35.61;Boot;2025-11-29 19:23:02.123438
306;1051;Wormser RC;3 Wormser RC 01:36.73 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;5;01:36.73;Boot;2025-11-29 19:23:02.123446
307;1055;RC Möve Grossauheim;1 RC Möve Grossauheim 01:39.54 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;9;01:39.54;Boot;2025-11-29 19:23:02.123455
308;1057;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad 01:42.15 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;10;01:42.15;Boot;2025-11-29 19:23:02.123464
309;1064;Limburger ClfW;1 Limburger ClfW 01:38.83 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;2;01:38.83;Boot;2025-11-29 19:23:02.123473
310;1066;Frauen-RV Freiweg Frankfurt;2 Frauen-RV Freiweg Frankfurt 01:42.43 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;1;01:42.43;Boot;2025-11-29 19:23:02.123482
311;1075;RC Möve Grossauheim;1 RC Möve Grossauheim 01:59.31 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;10;01:59.31;Boot;2025-11-29 19:23:02.123492
312;1077;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad - Boot 1 - 02:03.82 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;1;02:03.82;Boot;2025-11-29 19:23:02.123501
313;1081;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 2 - 01:58.97 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;5;01:58.97;Boot;2025-11-29 19:23:02.123510
314;1083;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad - Boot 3 - 02:08.82 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;02:08.82;Boot;2025-11-29 19:23:02.123519
315;1085;RC Möve Grossauheim;3 RC Möve Grossauheim - Boot 1 - 02:10.38 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;4;02:10.38;Boot;2025-11-29 19:23:02.123528
316;1089;RC Aschaffenburg;1 RC Aschaffenburg - Boot 1 - 02:00.82 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;6;02:00.82;Boot;2025-11-29 19:23:02.123538
317;1091;Frankfurter RG Oberrad;2 Frankfurter RG Oberrad - Boot 4 - 02:01.27 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;8;02:01.27;Boot;2025-11-29 19:23:02.123546
318;1099;SG Wiking;1 SG Wiking 01:44.75 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:44.75;Boot;2025-11-29 19:23:02.123555
319;1102;Frankfurter RG Germania;2 Frankfurter RG Germania 02:04.33 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;02:04.33;Boot;2025-11-29 19:23:02.123564
320;1111;Rgm. Frankfurter RG Germania/ Weilburger RV;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:27.48 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:27.48;Boot;2025-11-29 19:23:02.123575
321;1114;Rgm. Hanauer RC Hassia/ RV Dorsten;2 Rgm. Hanauer RC Hassia/ RV Dorsten 01:29.88 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;01:29.88;Boot;2025-11-29 19:23:02.123584
322;1117;Frankfurter RG Oberrad;3 Frankfurter RG Oberrad 01:44.75 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;5;01:44.75;Boot;2025-11-29 19:23:02.123597
323;1129;RV Hellas Offenbach;1 RV Hellas Offenbach 01:44.50 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:44.50;Boot;2025-11-29 19:23:02.123609
324;1131;SG Wiking;2 SG Wiking - Boot 1 - 01:45.64 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:45.64;Boot;2025-11-29 19:23:02.123618
325;1133;Hanauer RG;3 Hanauer RG - Boot 1 - 01:49.51 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;3;01:49.51;Boot;2025-11-29 19:23:02.123626
326;1137;RG Eberbach;1 RG Eberbach - Boot 1 - 01:44.85 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;5;01:44.85;Boot;2025-11-29 19:23:02.123636
327;1139;Mühlheimer RV;2 Mühlheimer RV 01:50.53 17;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;17;01:50.53;Boot;2025-11-29 19:23:02.123644
328;1141;SG Wiking;3 SG Wiking - Boot 2 - 01:53.84 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;6;01:53.84;Boot;2025-11-29 19:23:02.123653
329;1145;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 1 - 01:44.80 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;9;01:44.80;Boot;2025-11-29 19:23:02.123662
330;1147;Hanauer RG;2 Hanauer RG - Boot 2 - 01:48.86 8;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;8;01:48.86;Boot;2025-11-29 19:23:02.123671
331;1149;RG Wetzlar;3 RG Wetzlar 01:52.32 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;7;01:52.32;Boot;2025-11-29 19:23:02.123679
332;1153;RC Karlstadt;1 RC Karlstadt 01:47.91 12;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;12;01:47.91;Boot;2025-11-29 19:23:02.123688
333;1155;Wormser RC;2 Wormser RC 01:49.26 11;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;11;01:49.26;Boot;2025-11-29 19:23:02.123696
334;1157;RG Eberbach;3 RG Eberbach - Boot 2 - 01:54.94 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;10;01:54.94;Boot;2025-11-29 19:23:02.123707
335;1161;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 2 - 01:55.75 14;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;14;01:55.75;Boot;2025-11-29 19:23:02.123716
336;1163;Hanauer RG;2 Hanauer RG - Boot 4 - 01:57.57 16;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;16;01:57.57;Boot;2025-11-29 19:23:02.123724
337;1173;Wormser RC;1 Wormser RC 01:39.56 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:39.56;Boot;2025-11-29 19:23:02.123735
338;1175;RG Wetzlar;2 RG Wetzlar 01:42.98 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;3;01:42.98;Boot;2025-11-29 19:23:02.123743
339;1177;Marburger RV;3 Marburger RV 01:44.18 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;1;01:44.18;Boot;2025-11-29 19:23:02.123751
340;1181;Hanauer RG;1 Hanauer RG 01:48.26 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;5;01:48.26;Boot;2025-11-29 19:23:02.123759
341;1183;WSV Hellas Gießen;2 WSV Hellas Gießen 01:51.63 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;6;01:51.63;Boot;2025-11-29 19:23:02.123768
342;1194;Frankfurter RG Germania;1 Frankfurter RG Germania - Boot 1 - 01:40.27 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;3;01:40.27;Boot;2025-11-29 19:23:02.123778
343;1196;SG Wiking;2 SG Wiking - Boot 1 - 01:42.05 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:42.05;Boot;2025-11-29 19:23:02.123787
344;1198;RC Möve Grossauheim;3 RC Möve Grossauheim 01:45.27 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;1;01:45.27;Boot;2025-11-29 19:23:02.123795
345;1202;Frankfurter RG Oberrad;1 Frankfurter RG Oberrad - Boot 1 - 01:45.98 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:45.98;Boot;2025-11-29 19:23:02.123804
346;1204;SG Wiking;2 SG Wiking - Boot 2 - 01:53.87 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;5;01:53.87;Boot;2025-11-29 19:23:02.123813
347;1208;Frankfurter RG Germania;1 Frankfurter RG Germania - Boot 2 - 01:44.26 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;6;01:44.26;Boot;2025-11-29 19:23:02.123822
348;1210;Frankfurter RG Germania;2 Frankfurter RG Germania - Boot 4 - 01:47.41 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;10;01:47.41;Boot;2025-11-29 19:23:02.123831
349;1212;Frankfurter RG Oberrad;3 Frankfurter RG Oberrad - Boot 2 - 01:51.24 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;9;01:51.24;Boot;2025-11-29 19:23:02.123840
350;1216;Hanauer RG;1 Hanauer RG 01:51.09 13;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;13;01:51.09;Boot;2025-11-29 19:23:02.123848
351;1218;Frankfurter RC;2 Frankfurter RC 01:57.58 12;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;12;01:57.58;Boot;2025-11-29 19:23:02.123857
352;1220;Mühlheimer RV;3 Mühlheimer RV 02:04.61 11;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;11;02:04.61;Boot;2025-11-29 19:23:02.123865
353;1229;WSV Offenbach am Main-Bürgel;1 WSV Offenbach am Main-Bürgel - Boot 1 - 01:55.34 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;2;01:55.34;Boot;2025-11-29 19:23:02.123876
354;1231;WSV Offenbach am Main-Bürgel;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:56.84 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;4;01:56.84;Boot;2025-11-29 19:23:02.123886
355;1233;SG Wiking;3 SG Wiking - Boot 1 - 01:57.40 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;1;01:57.40;Boot;2025-11-29 19:23:02.123894
356;1237;RC Aschaffenburg;1 RC Aschaffenburg 02:00.86 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;10;02:00.86;Boot;2025-11-29 19:23:02.123903
357;1239;RG Wetzlar;2 RG Wetzlar 02:07.49 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;5;02:07.49;Boot;2025-11-29 19:23:02.123911
358;1241;SG Wiking;3 SG Wiking - Boot 2 - 02:11.85 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;6;02:11.85;Boot;2025-11-29 19:23:02.123919
359;1245;RG Eberbach;1 RG Eberbach 02:01.06 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;7;02:01.06;Boot;2025-11-29 19:23:02.123928
360;1247;Hanauer RG;2 Hanauer RG 02:16.00 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;9;02:16.00;Boot;2025-11-29 19:23:02.123936
361;1260;Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt;1 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:44.25 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;1;01:44.25;Boot;2025-11-29 19:23:02.123947
362;1263;Frankfurter RC;2 Frankfurter RC 01:51.91 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:51.91;Boot;2025-11-29 19:23:02.123956
363;1269;Offenbacher RG Undine;1 Offenbacher RG Undine 01:33.16 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;01:33.16;Boot;2025-11-29 19:23:02.123965
364;1271;RG Eberbach;2 RG Eberbach 01:38.11 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;2;01:38.11;Boot;2025-11-29 19:23:02.123973
365;1273;Rgm. RC Möve Grossauheim/ Mühlheimer RV;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:45.97 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;3;01:45.97;Boot;2025-11-29 19:23:02.123982
366;1280;Marburger RV;1 Marburger RV 01:46.31 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;2;01:46.31;Boot;2025-11-29 19:23:02.123991
367;1282;Hanauer RG;2 Hanauer RG 01:50.10 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;7;01:50.10;Boot;2025-11-29 19:23:02.124000
368;1286;Frankfurter RG Borussia;1 Frankfurter RG Borussia - Boot 2 - 01:55.64 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;5;01:55.64;Boot;2025-11-29 19:23:02.124009
369;1288;RV Hellas Offenbach;2 RV Hellas Offenbach 02:09.56 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;4;02:09.56;Boot;2025-11-29 19:23:02.124017
370;1292;Hanauer RC Hassia;1 Hanauer RC Hassia 01:58.56 3;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;3;01:58.56;Boot;2025-11-29 19:23:02.124026
371;1294;RG Wetzlar;2 RG Wetzlar 02:01.34 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;6;02:01.34;Boot;2025-11-29 19:23:02.124034
372;1305;Hanauer RC Hassia;1 Hanauer RC Hassia 02:13.47 4;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;4;02:13.47;Boot;2025-11-29 19:23:02.124043
373;1307;RC Aschaffenburg;2 RC Aschaffenburg 02:19.70 1;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;1;02:19.70;Boot;2025-11-29 19:23:02.124051
374;1309;SG Wiking;3 SG Wiking - Boot 1 - 02:23.77 2;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;2;02:23.77;Boot;2025-11-29 19:23:02.124060
375;1313;RC Aschaffenburg;1 RC Aschaffenburg 01:59.22 6;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;6;01:59.22;Boot;2025-11-29 19:23:02.124068
376;1315;RC Karlstadt;2 RC Karlstadt - Boot 1 - 02:01.82 7;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;7;02:01.82;Boot;2025-11-29 19:23:02.124077
377;1317;SG Wiking;3 SG Wiking - Boot 2 - 02:09.73 5;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;3;5;02:09.73;Boot;2025-11-29 19:23:02.124085
378;1321;Mühlheimer RV;1 Mühlheimer RV - Boot 1 - 02:09.21 9;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;1;9;02:09.21;Boot;2025-11-29 19:23:02.124094
379;1323;RC Karlstadt;2 RC Karlstadt - Boot 2 - 02:14.26 10;^[1-4] .+0[1-3]:[0-5][0-9].[0-9][0-9] [1-9][0-9]?;GA_ER_2023_271125_529;Inhalt;2;10;02:14.26;Boot;2025-11-29 19:23:02.124104
