ID;zeile_inhalt;zeile_inhalt_orig;extracted_data_id;gefunden_am
443;;RG Eberbach;1546;2025-11-29 16:37:31
444;;Wormser RC;1550;2025-11-29 16:37:31
445;;Frankfurter RG Oberrad;1552;2025-11-29 16:37:31
446;;Marburger RV;1554;2025-11-29 16:37:31
447;;RC Aschaffenburg;1558;2025-11-29 16:37:31
448;;Offenbacher RG Undine;1560;2025-11-29 16:37:31
449;;Frankfurter RC;1564;2025-11-29 16:37:31
450;;RG Wetzlar;1566;2025-11-29 16:37:31
451;;RC Möve Grossauheim;1568;2025-11-29 16:37:31
452;;Offenbacher RG Undine;1580;2025-11-29 16:37:31
453;;Frankfurter RG Germania;1582;2025-11-29 16:37:31
454;;Frankfurter RG Germania;1584;2025-11-29 16:37:31
455;;SG Wiking;1586;2025-11-29 16:37:31
456;;Frankfurter RG Oberrad;1590;2025-11-29 16:37:31
457;;Hanauer RG;1592;2025-11-29 16:37:31
458;;Hanauer RG;1594;2025-11-29 16:37:31
459;;Frankfurter RG Borussia;1601;2025-11-29 16:37:31
460;;Gießener RC Hassia;1603;2025-11-29 16:37:31
461;;Marburger RV;1607;2025-11-29 16:37:31
462;;RV Hellas Offenbach;1609;2025-11-29 16:37:31
463;;RC Möve Grossauheim;1613;2025-11-29 16:37:31
464;;Wormser RC;1615;2025-11-29 16:37:31
465;;RC Aschaffenburg;1620;2025-11-29 16:37:31
466;;WSV Hellas Gießen;1622;2025-11-29 16:37:31
467;;Frankfurter RG Oberrad;1626;2025-11-29 16:37:31
468;;Wormser RC;1628;2025-11-29 16:37:31
469;;Frankfurter RG Germania;1640;2025-11-29 16:37:31
470;;RG Eberbach;1642;2025-11-29 16:37:31
471;Rgm. /;Rgm. RC Möve Grossauheim/ Mühlheimer RV;1644;2025-11-29 16:37:31
472;Rgm. / /;Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar;1649;2025-11-29 16:37:31
473;Rgm. am Main-Bürgel/;Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst;1652;2025-11-29 16:37:31
474;;RC Möve Grossauheim;1658;2025-11-29 16:37:31
475;;SG Wiking;1660;2025-11-29 16:37:31
476;;RC Karlstadt;1662;2025-11-29 16:37:31
477;;RC Möve Grossauheim;1666;2025-11-29 16:37:31
478;;SG Wiking;1668;2025-11-29 16:37:31
479;;SG Wiking;1670;2025-11-29 16:37:31
480;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1674;2025-11-29 16:37:31
481;;Hanauer RG;1676;2025-11-29 16:37:31
482;;Frankfurter Ruder- und Kanusport Verein;1678;2025-11-29 16:37:31
483;;SRR Schillerschule Frankfurt;1686;2025-11-29 16:37:31
484;;Frankfurter RC;1688;2025-11-29 16:37:31
485;;Frankfurter RC;1690;2025-11-29 16:37:31
486;;RC Karlstadt;1694;2025-11-29 16:37:31
487;;RC Möve Grossauheim;1696;2025-11-29 16:37:31
488;;Wormser RC;1707;2025-11-29 16:37:31
489;Rgm. / / /;Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia;1709;2025-11-29 16:37:31
490;Rgm. /;Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia;1712;2025-11-29 16:37:31
491;;Frankfurter RG Germania;1715;2025-11-29 16:37:31
492;Rgm. / am Main-Bürgel;Rgm. Hanauer RG/ WSV Offenbach am Main-Bürgel;1720;2025-11-29 16:37:31
493;Rgm. /;Rgm. Marburger RV/ Frankfurter RG Borussia;1723;2025-11-29 16:37:31
494;;RC Aschaffenburg;1729;2025-11-29 16:37:31
495;;RV Hellas Offenbach;1731;2025-11-29 16:37:31
496;;RG Eberbach;1733;2025-11-29 16:37:31
497;;Wormser RC;1737;2025-11-29 16:37:31
498;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1739;2025-11-29 16:37:31
499;;Offenbacher RG Undine;1741;2025-11-29 16:37:31
500;;Hanauer RG;1743;2025-11-29 16:37:31
501;;RC Aschaffenburg;1747;2025-11-29 16:37:31
502;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1749;2025-11-29 16:37:31
503;;Mühlheimer RV;1751;2025-11-29 16:37:31
504;;Frankfurter RC;1755;2025-11-29 16:37:31
505;;Marburger RV;1757;2025-11-29 16:37:31
506;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1773;2025-11-29 16:37:31
507;;Frankfurter RG Germania;1775;2025-11-29 16:37:31
508;;RC Möve Grossauheim;1777;2025-11-29 16:37:31
509;;RC Aschaffenburg;1781;2025-11-29 16:37:31
510;;WSV Hellas Gießen;1783;2025-11-29 16:37:31
511;;RC Möve Grossauheim;1785;2025-11-29 16:37:31
512;;RC Karlstadt;1793;2025-11-29 16:37:31
513;;RC Karlstadt;1795;2025-11-29 16:37:31
514;;Hanauer RG;1800;2025-11-29 16:37:31
515;;Marburger RV;1802;2025-11-29 16:37:31
516;;Hanauer RC Hassia;1804;2025-11-29 16:37:31
517;Rgm. /;Rgm. Gießener RC Hassia/ DRC Ingolstadt;1808;2025-11-29 16:37:31
518;;RV Hellas Offenbach;1810;2025-11-29 16:37:31
519;;Frankfurter RC;1814;2025-11-29 16:37:31
520;;Hanauer RG;1816;2025-11-29 16:37:31
521;;Frankfurter RG Oberrad;1827;2025-11-29 16:37:31
522;;RG Wetzlar;1829;2025-11-29 16:37:31
523;;Frankfurter RC;1831;2025-11-29 16:37:31
524;;Frankfurter RG Oberrad;1833;2025-11-29 16:37:31
525;;Frankfurter RG Oberrad;1837;2025-11-29 16:37:31
526;;RG Wetzlar;1839;2025-11-29 16:37:31
527;;Hanauer RG;1841;2025-11-29 16:37:31
528;Rgm. / am Main-Bürgel;Rgm. RC Möve Grossauheim/ WSV Offenbach am Main-Bürgel;1848;2025-11-29 16:37:31
529;Rgm. /;Rgm. Frankfurter RG Borussia/ RC Aschaffenburg;1850;2025-11-29 16:37:31
530;;Frauen-RV Freiweg Frankfurt;1853;2025-11-29 16:37:31
531;;RC Aschaffenburg;1860;2025-11-29 16:37:31
532;;Frankfurter RG Germania;1863;2025-11-29 16:37:31
533;;Frankfurter RG Oberrad;1866;2025-11-29 16:37:31
534;Rgm. / / / Frankfurter RG;Rgm. Hanauer RC Hassia/ Frankfurter RG Oberrad/ Frankfurter RC/ Frankfurter RG;1872;2025-11-29 16:37:31
535;Rgm. / / /;Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia/ DRC Ingolstadt/ Gießener R.G.;1876;2025-11-29 16:37:31
536;;Marburger RV;1879;2025-11-29 16:37:31
537;Rgm. /;Rgm. Ruderclub Zellingen v. 1946 e.V./ Würzburger Ruderverein Bayern von 1875/1905 e.V.;1888;2025-11-29 16:37:31
538;Rgm. /;Rgm. Hanauer RG/ Mühlheimer RV;1890;2025-11-29 16:37:31
539;;Hanauer RG;1892;2025-11-29 16:37:31
540;;Hersfelder RV;1896;2025-11-29 16:37:31
541;Rgm. /;Rgm. RV Hellas Offenbach/ Flörsheimer RV;1898;2025-11-29 16:37:31
542;;RC Aschaffenburg;1903;2025-11-29 16:37:31
543;;SG Wiking;1905;2025-11-29 16:37:31
544;;RC Karlstadt;1907;2025-11-29 16:37:31
545;;Hanauer RG;1911;2025-11-29 16:37:31
546;;Hanauer RG;1913;2025-11-29 16:37:31
547;;Mühlheimer RV;1915;2025-11-29 16:37:31
548;;Mühlheimer RV;1920;2025-11-29 16:37:31
549;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1922;2025-11-29 16:37:31
550;;RV Hellas Offenbach;1924;2025-11-29 16:37:31
551;;RC Möve Grossauheim;1926;2025-11-29 16:37:31
552;;RC Aschaffenburg;1930;2025-11-29 16:37:31
553;;Frankfurter Ruder- und Kanusport Verein;1932;2025-11-29 16:37:31
554;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1934;2025-11-29 16:37:31
555;;Mühlheimer RV;1936;2025-11-29 16:37:31
556;;Frankfurter RC;1940;2025-11-29 16:37:31
557;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1942;2025-11-29 16:37:31
558;;RC Aschaffenburg;1953;2025-11-29 16:37:31
559;am Main-Bürgel;WSV Offenbach am Main-Bürgel;1955;2025-11-29 16:37:31
560;;Frankfurter RC;1959;2025-11-29 16:37:31
561;;Marburger RV;1961;2025-11-29 16:37:31
562;Rgm. /;Rgm. Frankfurter RG Germania/ Weilburger RV;1968;2025-11-29 16:37:31
563;;Frankfurter RC;1970;2025-11-29 16:37:31
564;;RG Eberbach;1972;2025-11-29 16:37:31
565;;Frankfurter RG Oberrad;1976;2025-11-29 16:37:31
566;;Frankfurter RC;1978;2025-11-29 16:37:31
567;;SG Wiking;1980;2025-11-29 16:37:31
568;;RG Eberbach;1987;2025-11-29 16:37:31
569;Rgm. /;Rgm. Marburger RV/ Gießener RC Hassia;1989;2025-11-29 16:37:31
570;;Wormser RC;1991;2025-11-29 16:37:31
571;Rgm. am Main-Bürgel/;Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst;1995;2025-11-29 16:37:31
572;;RC Möve Grossauheim;1997;2025-11-29 16:37:31
573;;Frankfurter RG Oberrad;1999;2025-11-29 16:37:31
574;;RC Möve Grossauheim;2010;2025-11-29 16:37:31
575;;Frankfurter RG Oberrad;2012;2025-11-29 16:37:31
576;;Frankfurter RG Oberrad;2016;2025-11-29 16:37:31
577;;Frankfurter RG Oberrad;2018;2025-11-29 16:37:31
578;;RC Möve Grossauheim;2020;2025-11-29 16:37:31
579;;Frankfurter RG Oberrad;2024;2025-11-29 16:37:31
580;;RC Aschaffenburg;2026;2025-11-29 16:37:31
581;;RC Möve Grossauheim;2028;2025-11-29 16:37:31
582;;Frankfurter RG Germania;2036;2025-11-29 16:37:31
583;;SG Wiking;2039;2025-11-29 16:37:31
584;Rgm. /;Rgm. Frankfurter RG Germania/ Weilburger RV;2049;2025-11-29 16:37:31
585;;Frankfurter RG Oberrad;2052;2025-11-29 16:37:31
