"PrimaryKey";"Verein_DRVID";"Verein";"Lettern";"Kurzident";"Kurzident2";"AnzahlKurzIdent";"ErstesVereinZeichen";"Knüpf";"Laenge"
811;11008;"Rudergesellschaft Heidelberg 1898";"RGH";"Heidel";"ges";2;"R";"K";33
812;11103;"Deggendorfer Ruderverein von 1876";"DRV";"Deggend";"ver";2;"D";"K";33
813;12004;"Creuznacher Ruderverein 1876 e.V.";"CRV";"Creuznacher";;1;"C";"K";33
814;40006;"Nordwestdeutscher Regatta-Verband";"NWRegV";"Nordwest";"verband";2;"N";"K";33
815;11244;"Rudergemeinschaft Rotation Berlin";"Rotation";"berlin";"rota";2;"R";"K";33
816;12311;"Wassersportfreunde Burg e.V. 1924";"WSFB";"sportfreund";"burg";2;"W";"K";33
817;11640;"Offenbacher Ruderverein 1874 e.V.";"ORV";"verein 1874";;1;"O";"K";33
818;11814;"Ruderer-Vereinigung Nordharz e.V.";"RVN";"Nordharz";;1;"R";"K";33
819;11316;"Ruder-Club-Havel Brandenburg e.V.";"RCHB";"Havel";"club-";2;"R";"K";33
820;11316;"Ruder-Club Havel Brandenburg e.V.";"RCHB";"Havel";"-club";2;"R";"K";33
821;11821;"Hannoverscher Ruder-Club von 1880";"HRC";"Hannov";"club";2;"H";"K";33
822;11973;"Ruderverein Waltrop von 1928 e.V.";"RVW";"Waltrop";;1;"R";"K";33
823;11706;"Rostocker Ruder-Club von 1885 e.V";"RRC";"Rostock";"club";2;"R";"K";33
824;11637;"Mühlheimer  Ruderverein 1911 e.V.";"MRV";"Mühlheime";;1;"M";"K";33
825;11141;"TSV Herrsching - Abt. Wassersport";"TSVH";"Herrsch1";;1;"T";"K";33
826;11862;"Ruderriege Schaumburgia Bückeburg";"RRSB";"Schaumburg";"riege";2;"R";"K";33
827;11148;"Ruder Club Isar Niederpöring e.V.";"RC Isar Niederpöring 2020 e.V.";"Niederpöri";;1;"R";"K";33
828;11936;"Wassersportverein Herne 1920 e.V.";"WSVH";"Herne";"wasser";2;"W";"K";33
829;11235;"Die Ruder-Union Marathon von 1980";"DRUM";"marathon";;1;"D";"K";33
830;16410;"WSC Alexander-von-Humboldt-Schule";"WSCAvHS";"humbol";"wsc";2;"W";"K";33
831;15204;"Ruderriege des Rheingau-Gymnasium";"RRRG";"Rheingau";;1;"R";"K";33
832;15114;"SRR Josef-Effner-Gymnasium Dachau";"SRR Josef-Effner-Gymnasium Dachau";"Effner";;1;"S";"K";33
833;15817;"Ruderriege Angelaschule Osnabrück";"RRAO";"Osnabrück";"angela";2;"R";"K";33
834;11031;"Behindertensport-Verein Stuttgart";"BSVS";"Stuttg";"behin";2;"B";"K";33
835;11125;"Ruderverein am Tegernsee von 1949";"RVaT";"Tegerns";;1;"R";"K";33
836;11121;"Regensburger Ruderverein von 1898";"RRV";"Regensbu";"rv";2;"R";"K";33
837;12502;"Bad Lobensteiner Ruderverein 1932";"LRV";"Lobenst";;1;"B";"K";33
838;12035;"Rudergesellschaft Trier 1883 e.V.";"RGT";"Trier";"gesell";2;"R";"K";33
839;16003;"SRR des Wilhelm-Hofmann-Gymnasium";"SRRWHG";"Hofmann";"gymn";2;"S";"K";33
840;11112;"Rudergesellschaft Marktheidenfeld";"RGM";"marktheid";"ruder";2;"R";"K";33
841;11401;"Bremer Ruder-Club HANSA (1879/83)";"BRCH";"hansa";"brem";2;"B";"K";33
842;11803;"Ruder-Klub Normannia Braunschweig";"RKNBR";"norman";;1;"R";"K";33
843;15110;"SRR des Albertus-Magnus-Gymnasium";"SRRAMG";"Albertu";"gymn";2;"S";"K";33
844;11621;"Wassersportverein Geisenheim 1912";"WSVG";"Geisenhe";;1;"W";"K";33
845;12041;"Rudergesellschaft Worms 1883 e.V.";"RGW";"worms";"gesell";2;"R";"K";33
846;12303;"Hallesche-Rvg. Böllberg u. Nelson";"HRBN";"böll";;1;"H";"K";33
847;11923;"Wassersport-Verein Ennepetal e.V.";"WVE";"ennepe";;1;"W";"K";33
848;40024;"Havel-Regatta-Verein v. 1920 e.V.";"HRV";"Havel";"regat";2;"H";"K";33
849;11903;"Wassersportverein Bad Honnef e.V.";"WSVH";"Honnef";;1;"W";"K";33
850;11824;"Wasserfreunde Hemmoor Abt. Rudern";"WFH";"Hemmoor";;1;"W";"K";33
851;12416;"Lübecker Ruder-Klub von 1907 e.V.";"LRK";"Lübeck";"Klub";2;"L";"K";33
852;11034;"Überlinger Ruderclub ""Bodan"" e.V.";"ÜRCB";"bodan";;1;"Ü";"K";33
853;15931;"SRR Söderblom Gymnasium Espelkamp";"SRRSGE";"espel";;1;"S";"K";33
854;11958;"Mülheimer Ruder-Gesellschaft e.V.";"MRG";"Mülheim";"gesell";2;"M";"K";33
855;11867;"Schüler-Ruderverein Hannover e.V.";"SRVH";"Hannov";"schül";2;"S";"K";33
856;11312;"Potsdamer Ruder-Gesellschaft e.V.";"PRG";"Potsdam";"gese";2;"P";"K";33
857;40026;"Förderverein Wassersporthandicaps";"FVWSH";"Förderv";"handi";2;"F";"K";33
858;11632;"Ruderverein Kurhessen-Cassel e.V.";"RKC";"Cassel";"verein";2;"R";"K";33
859;11148;"Ruder Club Isar Niederpöring 2020";"RC Isar Niederpöring 2020 e.V.";"Niederpöri";;1;"R";"K";33
860;11816;"Ruderverein Weser von 1885 Hameln";"Weser Hameln";"weser";"hame";2;"R";"K";33
861;40003;"Essener-Ruder-Regattaverein e. V.";"ERRV";"Essen";"ruder";2;"E";"K";33
862;15001;"Ruderabteilung Schloss Gaienhofen";"RAG";"Gaienh";;1;"R";"K";33
863;11313;"Rathenower Ruder-Club Wiking e.V.";"RKW";"Rathenow";;1;"R";"K";33
864;11934;"RC ""Westfalen"" 1929 e.V. Herdecke";"RCWH";"westfal";"herd";2;"R";"K";33
865;11040;"Pfullendorfer Ruderclub 2002 e.V.";"PRC";"Pfullendo";;1;"P";"K";33
866;11915;"Ruderclub Hansa von 1898 Dortmund";"RCHD";"hansa";"dortmu";2;"R";"K";33
867;15517;"Schülerruderverein Alter Teichweg";"SRV ATW";"Teichweg";;1;"S";"K";33
868;12211;"SC DHfK Leipzig, Abteilung Rudern";"SCDHfKL";"dhfk";;1;"S";"K";33
869;11963;"Ruderverein Münster von 1882 e.V.";"RVM";"Münster";"1882";2;"R";"K";33
870;11867;"Schüler-Ruderverein Hannover e.V.";"SRV Hannover";"Hannov";"schül";2;"S";"K";33
871;11101;"Ruder-Club Aschaffenburg von 1898";"RCA";"Aschaffenb";;1;"R";"K";33
872;11312;"Potsdamer Rudergesellschaft e. V.";"PRG";"Potsdamer";"gese";2;"P";"K";33
873;11015;"Lauffener Ruderclub 'Neckar' 1931";"LRC Neckar";"Laufen";;1;"L";"K";33
874;11321;"Cottbusser Rudersportverein  e.V.";"CRSV";"Cottbu";"sport";2;"C";"K";33
875;11336;"RC Kleinmachnow-Stahnsdorf-Teltow";"RCK";"Kleinmachn";;1;"R";"K";33
876;12503;"Jenaer Kanu- und Ruderverein e.V.";"JKRV";"Jenaer";;1;"J";"K";33
877;11201;"Akademischer Ruder Club zu Berlin";"ARCB";"Berlin";"akad";2;"A";"K";33
878;11313;"Rathenower Ruder-Club Wiking e.V.";"RRCW";"Rathenow";;1;"R";"K";33
879;12408;"Erster Kieler Ruder-Club von 1862";"EKRC";"Kiel";"erster";2;"E";"K";33
880;11638;"Ruderverein Hellas Offenbach e.V.";"RVHG";"hellas";"OF";2;"R";"K";33
881;11015;"Lauffener Ruderclub ""Neckar"" 1931";"LRCN";"Laufen";;1;"L";"K";33
882;15221;"Flatow-Oberschule Berlin-Köpenick";"Flatow-OS Berlin";"berlin";"flatow";2;"F";"K";33
883;11833;"Eisenbahn-Sportverein Lingen e.V.";"ESVL";"Lingen";"eisen";2;"E";"K";33
884;11855;"Ruderclub Stolzenau von 1986 e.V.";"RCS";"Stolzenau";"1986";2;"R";"K";33
885;12504;"Universitätssportverein Jena e.V.";"USJ";"Jena";"uni";2;"U";"K";33
886;60001;"Hochschulsportzentrum RWTH Aachen";"HSZRWTHA";"aachen";"sport";2;"H";"K";33
887;11852;"SV Alemannia 1919 Salzbergen e.V.";"SVA";"Alemanni";"salz";2;"S";"K";33
888;11134;"Ruder Club am Lech Kaufering e.V.";"RCLK";"kauferin";;1;"R";"K";33
889;11847;"Ruderclub Ratsgymnasium Osnabrück";"RCRO";"Osnabrück";"rats";2;"R";"K";33
890;12019;"Eisenbahner SV Eintracht Mainz RA";"ESVM";"Eintracht";"Mainz";2;"E";"K";33
891;16401;"RC am Gymnasium Athenaeum  Stade";"GAS";"athena";"gymn";2;"R";"K";32
892;11637;"Mühlheimer Ruderverein 1911 e.V.";"MRV";"Mühlheime";;1;"M";"K";32
893;14003;"Essener Ruder-Regattaverein e.V.";"ERRV";"Essen";"regatta";2;"E";"K";32
894;11942;"Mülheimer Wassersport e.V.  Köln";"Müwa Köln";"MÜWA";;1;"M";"K";32
895;11928;"Turnverein 1877 Essen-Kupferdreh";"RRTVKE";"Essen";"turnv";2;"T";"K";32
896;12023;"Weisenauer Ruderverein 1913 e.V.";"WRV";"Weisenauer";;1;"W";"K";32
897;13801;"RV Ems-Jade-Weser Team Nord West";"RVEJW";"Jade";"reg";2;"R";"K";32
898;11920;"Ruderclub ""Borussia"" Rheinhausen";"RCBR";"Borussia";"rhein";2;"R";"K";32
899;12505;"Jenaer Ruder- und Seesportverein";"JRSV";"Jenaer";;1;"J";"K";32
900;40030;"International Wedau Regatta e.V.";"IWR";"wedau";;1;"I";"K";32
901;11501;"Ruder-Club ""Allemannia von 1866""";"RCA";"allem";"rc";2;"R";"K";32
902;11501;"Ruder-Club 'Allemannia von 1866'";"RCA";"Allemann";"club";2;"R";"K";32
903;11639;"IG Offenbacher Rudervereine IGOR";"IGOR";"IGOR";;1;"I";"K";32
904;15919;"Gymnasial RC am städt. EMA-Gymn.";"GRCEMA";"ema";"gymn";2;"G";"K";32
905;11113;"Miltenberger Ruder-Club von 1900";"MRC";"Miltenberg";;1;"M";"K";32
906;11947;"Kölner Ruderverein von 1877 e.V.";"Köln 77";"Kölner";"ruderverein";2;"K";"K";32
907;11653;"Rennrudergemeinschaft Mittellahn";"RRGM";"Mittellahn";;1;"R";"K";32
908;11601;"Reit- und Sportverein Steinmühle";"RSVS";"Steinm";"reit";2;"R";"K";32
909;12213;"Meissner Ruderclub ""Neptun"" 1882";"MRC";"meis";"nept";2;"M";"K";32
910;12425;"Domschulruderclub Schleswig e.V.";"DRC";"Domschul";;1;"D";"K";32
911;11139;"Donau Ruder Club Deggendorf 2001";"DRCD";"donau";"Degge";2;"D";"K";32
912;11617;"Frankfurter Ruderverein von 1865";"FRV1865";"Frankfurt";"1865";2;"F";"K";32
913;11939;"Kettwiger Rudergesellschaft e.V.";"KetRG";"Kettwiger";"gesell";2;"K";"K";32
914;11027;"Ruderclub Rheinfelden/Baden e.V.";"RCR";"Rheinf";;1;"R";"K";32
915;11122;"Regensburger Ruder-Klub von 1890";"RRK";"Regensbu";"klub";2;"R";"K";32
916;11037;"Wassersport-Verein Waldshut e.V.";"WVW";"Waldsh";;1;"W";"K";32
917;15810;"RR Gymnasium Carolinum Osnabrück";"RRGCO";"Osnabrück";"caro";2;"R";"K";32
918;11652;"Wassersportverein Twistesee 1972";"WSVT";"Twistes";;1;"W";"K";32
919;11515;"Ruderclub Protesia von 1907 e.V.";"RCP";"protesia";;1;"R";"K";32
920;30018;"Landesruderverband Niedersachsen";"LRVN";"niederSachsen";"landes";2;"L";"K";32
921;11027;"Ruderclub Rheinfelden Baden e.V.";"RCR";"Rheinf";"baden";2;"R";"K";32
922;11009;"Heidelberger Ruderklub 1872 e.V.";"HRK";"Heidel";"Klub";2;"H";"K";32
923;11109;"Landshuter Ruderverein 1952 e.V.";"LRV";"Landshute";;1;"L";"K";32
924;99148;"Wasserfreunde Spandau 04, Berlin";;"berlin";"wasser";2;"W";"K";32
925;11149;"Ruderclub Schondorf ""Wilde Woge""";"RC SWW";"Woge";;1;"R";"K";32
926;11850;"Wasser-Sport-Verein Rinteln e.V.";"WSVR";"Rinteln";"wasser";2;"W";"K";32
927;12033;"Ruder-Club Traben-Trarbach  1881";"RCTT";"Trarbac";;1;"R";"K";32
928;50007;"Heidelberger Regatta-Vbd als SRV";"HRV";"Heidel";"srv";2;"H";"K";32
929;11616;"Frankfurter Ruder-Club 1884 e.V.";"FRC 84";"Frankfurt";"1884";2;"F";"K";32
930;40009;"Heidelberger Regattaverband e.V.";"HRegV";"Heidel";"reg";2;"H";"K";32
931;11025;"Ruderclub Undine Radolfzell e.V.";"RCUR";"Radolfze";;1;"R";"K";32
932;11921;"Duisburger Ruderverein 1897/1910";"DuRV";"Duisburger";;1;"D";"K";32
933;11947;"Kölner Ruderverein von 1877 e.V.";"KRV";"Kölner";"1877";2;"K";"K";32
934;11808;"Ruderclub Ernestinum-Hölty Celle";"RCEH";"Hölty";;1;"R";"K";32
935;11314;"Ruderclub Fürstenwalde 1893 e.V.";"RCF";"Fürstenwalde";;1;"R";"K";32
936;11106;"Donau-Ruder-Club Ingolstadt e.V.";"DRCI";"donau";"ingo";2;"D";"K";32
937;11914;"Ruderclub Germania 1929 Dortmund";"RCG";"german";"dortmu";2;"R";"K";32
938;12040;"Rudergesellschaft Zeltingen e.V.";"RGZ";"zelti";;1;"R";"K";32
939;11234;"Rudergesellschaft Wiking, Berlin";"RGWB";"berlin";"wiking";2;"R";"K";32
940;11132;"Ruderclub Zellingen v. 1946 e.V.";"RCZ";"zellin";;1;"R";"K";32
941;12026;"Rudergesellschaft Lahnstein 1922";"RGL";"Lahnstein";;1;"R";"K";32
942;11526;"Erster Coastal Ruderclub Hamburg";"ECRC Hamburg";"Hamburg";"costal";2;"E";"K";32
943;11949;"Kölner Club für Wassersport e.V.";"KCFW";"Kölner";"wasser";2;"K";"K";32
944;11321;"Cottbusser Rudersportverein e.V.";"CRSV";"Cottbus";"sport";2;"C";"K";32
945;11622;"Gießener Ruderclub ""Hassia"" 1906";"GRCH";"Gießene";"1906";2;"G";"K";32
946;11111;"Ruderclub Lindau (Bodensee) e.V.";"RCL";"Bodens";"lindau";2;"R";"K";32
947;11256;"Neuköllner Ruderclub Berlin e.V.";"Neuköllner RC";"berlin";"köln";2;"N";"K";32
948;11256;"Neuköllner Ruderclub Berlin e.V.";"NRCB";"berlin";"köln";2;"N";"K";32
949;11960;"Wassersportverein Mülheim (Ruhr)";"WSVM";"Mülheim";"wasser";2;"W";"K";32
950;11646;"Weilburger Ruderverein 1905 e.V.";"WRV";"Weilburg";;1;"W";"K";32
951;11628;"Hersfelder Ruderverein 1977 e.V.";"HRV";"hersf";"1977";2;"H";"K";32
952;11935;"RV 'Emscher' Wanne-Eickel-Herten";"RVEWH";"emscher";;1;"R";"K";32
953;11402;"Bremer Ruderverein von 1882 e.V.";"BRV";"bremer";"ruderverein";2;"B";"K";32
954;11911;"Ruderverein Rauxel von 1922 e.V.";"RVR";"Rauxel";;1;"R";"K";32
955;11006;"Ruderverein Friedrichshafen e.V.";"RVF";"Friedrichshaf";;1;"R";"K";32
956;15924;"SRV Ernst-Kalkuhl-Gymnasium Bonn";"SRVEKG";"bonn";"kalkuhl";2;"S";"K";32
957;11014;"Ruderverein Neptun e.V. Konstanz";"Neptun Konstanz";"konst";"nept";2;"R";"K";32
958;11324;"SV Kloster Lehnin Sektion Rudern";"SVKL";"Lehnin";;1;"S";"K";32
959;11972;"Siegburger Ruderverein 1910 e.V.";"SURV";"Siegburger";;1;"S";"K";32
960;11229;"Ruderriege TV Waidmannslust e.V.";"RRTVW";"Waidmannslust";;1;"R";"K";32
961;11935;"RV ""Emscher"" Wanne-Eickel-Herten";"RV Emscher";"emscher";;1;"R";"K";32
962;11644;"Rüsselsheimer Ruder-Klub 08 e.V.";"RRK";"Rüsselsheim";;1;"R";"K";32
963;11615;"Ruderverbindung Rheno- Franconia";"RVRF";"Rheno";;1;"R";"K";32
964;11025;"Ruderclub Undine e.V. Radolfzell";"RCUR";"Radolfze";;1;"R";"K";32
965;11403;"Bremer Sport-Club Ruderabteilung";"BSCRA";"bremer";"club";2;"B";"K";32
966;90005;"Bundesstützpunkt Dresden/Leipzig";"BSPDL";"Leipzig";"bundes";2;"B";"K";32
967;11511;"Ruder-Gesellschaft 'Hansa' e.V .";"RGH";"hansa";"gesell";2;"R";"K";32
968;90014;"Bundesstützpunkt Frankfurt/Mainz";"BSPFFM";"Frankfurt";"bundes";2;"B";"K";32
969;11905;"Ruderverein Bochum von 1920 e.V.";"O";"Bochum";"1920";2;"R";"K";32
970;11802;"Ruderverein Bodenwerder von 1922";"RVB";"Werder";"boden";2;"R";"K";32
971;11315;"Ruderverein Rheinsberg 1910 e.V.";"RVR";"Rheinsberg";;1;"R";"K";32
972;12013;"Ruderverein Rhenania Germersheim";"RVRG";"Germersheim";;1;"R";"K";32
973;11935;"RV 'Emscher' Wanne-Eickel Herten";"RV Emscher";"emscher";;1;"R";"K";32
974;11948;"Ruderverein Schwarzer Adler Köln";"RVSA";"Schwarzer";;1;"R";"K";32
975;11320;"Ruderverein Wasserfreunde Erkner";"RVWE";"erkne";;1;"R";"K";32
976;11210;"Ruderverein Berlin von 1878 e.V.";"RVB";"Berlin";"verein";2;"R";"K";32
977;11937;"Ruderverein Höxter von 1898 e.V.";"RVH";"Höxter";;1;"R";"K";32
978;11252;"Treptower Rudergemeinschaft e.V.";"TRG";"Treptow";;1;"T";"K";32
979;11204;"Ruder-Union Arkona Berlin -1879-";"RUAB";"Arkona";;1;"R";"K";32
980;11820;"Ruderverein Linden von 1911 e.V.";"RVL";"Linden";"verein";2;"R";"K";32
981;11326;"Storkower Ruder-Vereinigung 1919";"SRvg";"Storkower";;1;"S";"K";32
982;12211;"SC DHfK Leipzig Abteilung Rudern";"SCDHfKL";"dhfk";;1;"S";"K";32
983;50001;"Schüler-Ruderverband Berlin e.V.";"SRVB";"berlin";"schüler";2;"S";"K";32
984;11327;"Alt Ruppiner Ruderclub 1928 e.V.";"ARC";"Ruppine";"alt";2;"A";"K";32
985;11216;"Berliner Ruder-Club Hevella e.V.";"BRCHE";"Berlin";"hev";2;"B";"K";32
986;11206;"Berliner Ruderklub Brandenburgia";"BRKB";"randenburgia";;1;"B";"K";32
987;11401;"Bremer Ruder-Club HANSA(1879/83)";"BRCH";"hansa";"brem";2;"B";"K";32
988;11209;"Berliner Ruder-Gesellschaft e.V.";"BRG";"Berlin";"gesell";2;"B";"K";32
989;11523;"Akadem. Rvb. ""Alania"" zu Hamburg";"ARvbH";"Hamburg";"alania";2;"A";"K";32
990;11972;"Siegburger Ruderverein von e.V.";"SURV";"Siegburger";;1;"S";"K";31
991;11916;"Ruder-Gesellschaft Benrath e.V.";"RGB";"Benrath";;1;"R";"K";31
992;12208;"Laubegaster Ruderverein Dresden";"LRVD";"Laubegast";;1;"L";"K";31
993;15902;"GRV am Beethoven-Gymnasium Bonn";"GRVBGB";"bonn";"beetho";2;"G";"K";31
994;11238;"Berliner-Ruder-Club 'Ägir' e.V.";"BRCÄ";"berlin";"ägir";2;"B";"K";31
995;11004;"Rudergesellschaft Eberbach 1899";"RGE";"eberb";;1;"R";"K";31
996;11933;"Hattinger Ruderverein e.V. 1923";"HRV";"Hattinger";;1;"H";"K";31
997;11034;"Überlinger Ruderclub Bodan e.V.";"ÜRCB";"bodan";;1;"Ü";"K";31
998;11959;"Renn-Ruder-Gemeinschaft Mülheim";"RRGM";"Mülheim";"renn";2;"R";"K";31
999;15505;"SRC Emilie-Wüstenfeld Gymnasium";"SRCEWS";"wüstenfe";;1;"S";"K";31
1000;11234;"Rudergesellschaft Wiking Berlin";"RGWB";"berlin";"wiking";2;"R";"K";31
1001;11109;"Landshuter Ruderverein von 1952";"LRV";"Landshute";;1;"L";"K";31
1002;11630;"Ruderclub Amicitia Bad Hersfeld";"RCAH";"hersf";"Ami";2;"R";"K";31
1003;12014;"Ruderverein Ingelheim 1920 e.V.";"RVI";"Ingelheim";;1;"R";"K";31
1004;12414;"Lübecker Frauen-Ruder-Klub e.V.";"LFRK";"Lübeck";"Frau";2;"L";"K";31
1005;12036;"Ruderverein Treviris 1921 Trier";"RVT";"Treviris";;1;"R";"K";31
1006;12403;"Germania Ruderverein Eutin e.V.";"GRVE";"eut";"german";2;"G";"K";31
1007;11643;"Sportgemeinschaft 'Wiking' 1903";"SGW";"wiking";"sport";2;"S";"K";31
1008;11128;"Akademischer Ruderclub Würzburg";"ARCW";"Würzb";"akad";2;"A";"K";31
1009;11108;"Kitzinger Ruderverein 1897 e.V.";"KRV";"Kitzing";;1;"K";"K";31
1010;11317;"Ruderclub Oberhavel Hennigsdorf";"RCO";"ennigsdorf";;1;"R";"K";31
1011;15814;"RV Helene-Lange-Schule Hannover";"RVHLS";"Hannov";"hele";2;"R";"K";31
1012;11612;"Ruder-Club Nassovia Höchst 1881";"RCNH";"Frankfurt";"höchst";2;"R";"K";31
1013;15819;"SRR des Georg-Büchner-Gymnasium";"GBGRR";"Büchner";;1;"S";"K";31
1014;11625;"Ruderclub Möve 1919 Grossauheim";"RCM";"Grossauh";;1;"R";"K";31
1015;11044;"Rudergemeinschaft Bodensee e.V.";"RGBo";"Bodens";"gemein";2;"R";"K";31
1016;12010;"Ruderclub Germania Boppard e.V.";"RCGB";"bop";"german";2;"R";"K";31
1017;15507;"SRR Sophie-Barat-Schule Hamburg";"SRRSBSH";"Hamburg";"sophie";2;"S";"K";31
1018;12011;"Cochemer Rudergesellschaft 1905";"CRG";"Cochemer";;1;"C";"K";31
1019;12401;"Eckernförder Ruderclub von 1924";"ERC";"Eckernf";;1;"E";"K";31
1020;11801;"Wassersportverein Altwarmbüchen";"WSVA";"Altwarmbü";;1;"W";"K";31
1021;11975;"Sportgemeinschaft DEMAG  Wetter";"SGD";"DEMAG";;1;"S";"K";31
1022;11301;"Ruderverein Fürstenberg/O. 1910";"RVF";"Fürstenberg";;1;"R";"K";31
1023;16412;"SRR Domschulruderclub Schleswig";"SRRDS";"Domschul";;1;"S";"K";31
1024;11624;"Gießener Rudergesellschaft 1877";"GRG";"Gießene";"1877";2;"G";"K";31
1025;12032;"Wassersportverein St. Goar 1924";"WSV St. Goar";"Goar";;1;"W";"K";31
1026;20001;"Nordschleswigscher Ruderverband";"NRV";"Nordschleswi";;1;"N";"K";31
1027;15614;"SRR Elly-Heuss-Schule Wiesbaden";"SRREHSW";"elly";"heuss";2;"S";"K";31
1028;12210;"Ruderverein Triton 1893 Leipzig";"RVT";"Leipzig";"triton";2;"R";"K";31
1029;11016;"Mannheimer RV Amicitia von 1876";"MRVA";"Mannheim";"Ami";2;"M";"K";31
1030;12406;"Rudergruppe Geesthacht von 1912";"RGG";"Geestha";;1;"R";"K";31
1031;12505;"Jenaer Ruder- u. Seesportverein";"JRSV";"Jenaer";;1;"J";"K";31
1032;11022;"Ruderclub Neptun Neckarelz e.V.";"RCN";"neck";"nept";2;"R";"K";31
1033;11712;"Verein für Leibesübungen Bergen";"VLB";"Bergen";"leib";2;"V";"K";31
1034;11401;"Bremer  Ruderclub 'Hansa' (1879";"BRCH";"hansa";"brem";2;"B";"K";31
1035;11715;"Ribnitzer Sportverein 1919 e.V.";"RSV";"Ribnitz";;1;"R";"K";31
1036;15806;"RV Bismarckschule Hannover e.V.";"SRV Hannover";"Hannov";"bism";2;"R";"K";31
1037;15803;"RR Greselius-Gymnasium Bramsche";"RRGGB";"Bramsche";"grese";2;"R";"K";31
1038;15803;"RR Greselius Gymnasium Bramsche";"RRGGB";"Bramsche";"grese";2;"R";"K";31
1039;12304;"Tangermünder Ruderclub von 1906";"TRC";"Tangerm";;1;"T";"K";31
1040;11126;"Tutzinger Ruderverein 1983 e.V.";"TRV";"tutzi";;1;"T";"K";31
1041;15806;"RV Bismarckschule Hannover e.V.";"RVB";"Hannov";"bism";2;"R";"K";31
1042;11241;"Richtershorner Ruderverein e.V.";"Richtershorn";"Richtershorn";;1;"R";"K";31
1043;11241;"Richtershorner Ruderverein e.V.";"RRV";"Richtershorn";;1;"R";"K";31
1044;15514;"SRR Matthias-Claudius-Gymnasium";"SRR MCG";"claudiu";;1;"S";"K";31
1045;30024;"Ruderverband Schleswig-Holstein";"LRVSH";"Schleswig";"ruderverband";2;"R";"K";31
1046;16409;"RR der Alten Stadtschule Lübeck";"RRASL";"lübe";"alte";2;"R";"K";31
1047;11505;"Biller Ruder-Club von 1883 r.V.";"BRC";"biller";;1;"B";"K";31
1048;11238;"Berliner-Ruder-Club 'Ägir' e.V.";"BRCÄ";"berlin";"ägir";2;"B";"K";31
1049;11204;"Ruder-Union Arkona Berlin  1879";"RU Arkona";"Arkona";;1;"R";"K";31
1050;50008;"Schülerruderverband Hessen e.V.";"SRVH";"hessen";"srv";2;"S";"K";31
1051;12312;"Roßlauer Rudergesellschaft e.V.";"RRG";"Roßla";;1;"R";"K";31
1052;11305;"Frankfurter Ruder-Club von 1882";"FRC v.1882";"Frankfurt";"1882";2;"F";"K";31
1053;12021;"Mainzer Ruder-Gesellschaft 1898";"MRG";"Mainz";"gesell";2;"M";"K";31
1054;12028;"Ruder-Gesellschaft Remagen e.V.";"RGR";"Remagen";;1;"R";"K";31
1055;12021;"Mainzer Ruder-Gesellschaft 1898";"MRG 1898";"Mainz";"gesell";2;"M";"K";31
1056;12037;"Ruder- und Kanu-Club Wörth e.V.";"RKCW";"Wörth";;1;"R";"K";31
1057;60020;"Universität Passau Sportzentrum";"Uni PA";"Passau";"uni";2;"U";"K";31
1058;60022;"Allg. Hochschulsport Uni Kassel";"UNIK";"kassel";"uni";2;"A";"K";31
1059;11250;"Sportverein Energie Berlin e.V.";"Energie Berlin";"berlin";"SV erngie";2;"S";"K";31
1060;15910;"RR am Ratsgymnasium Minden e.V.";"RRRM";"Rats";"mind";2;"R";"K";31
1061;12213;"Meißner Ruderclub 'Neptun' 1882";"MRC";"meis";"nept";2;"M";"K";31
1062;11606;"Flörsheimer Ruderverein 08 e.V.";"FRV";"flörsheimer";;1;"F";"K";31
1063;11525;"Ruderclub ""Phönix"" Harburg e.V.";"RCPH";"harburg";"phön";2;"R";"K";31
1064;11124;"Straubinger Ruderclub von 1881";"StRC";"Straub";;1;"S";"K";30
1065;11108;"Kitzinger Ruderverein von 1897";"KRV";"Kitzing";;1;"K";"K";30
1066;11935;"RV Emscher Wanne-Eickel-Herten";"RVEWH";"emscher";;1;"R";"K";30
1067;11839;"Nordenhamer Ruderclub von 1908";"NRC";"Nordenha";;1;"N";"K";30
1068;11635;"Limburger Club für Wassersport";"LCW";"Limburger";;1;"L";"K";30
1069;11309;"Ruderverein Sparta Klein Köris";"RVSKK";"köris";;1;"R";"K";30
1070;11926;"Essen-Werdener Ruder-Club 1896";"EWRC";"Essen";"werden";2;"E";"K";30
1071;15965;"Bessel-Ruder-Club e.V., Minden";"RRBM";"Bessel";"mind";2;"B";"K";30
1072;12036;"Ruderverein Treviris 1921 e.V.";"RVT";"Treviris";;1;"R";"K";30
1073;11242;"Ruder-Club Rahnsdorf Luftfahrt";"RCR";"Rahnsdorf";;1;"R";"K";30
1074;11831;"Ruderverein Leer von 1903 e.V.";"RVL";"Leer";"verein";2;"R";"K";30
1075;99957;"Biber Grundschule Henningsdorf";"BGH";"Hennings";"Biber";2;"B";"K";30
1076;11960;"Wassersportverein Mülheim-Ruhr";"WSVMR";"Mülheim";"wasser";2;"W";"K";30
1077;11218;"Berliner Ruderclub Phönix e.V.";"BRPH";"Berlin";"phön";2;"B";"K";30
1078;11251;"Spree-Ruder-Club Köpenick e.V.";"SRCK";"Köpenic";"spree";2;"S";"K";30
1079;11907;"Bonner Ruder-Gesellschaft e.V.";"BonRG";"Bonner";"gesell";2;"B";"K";30
